,titleID,Authors,Journal,publisher,year,cited_num,cites_per_year,date,cited_num_mod,cites_per_year_mod
12402,Entanglement generation by adiabatic navigation in the space of symmetric multiparticle states,"Razmik G Unanyan, Michael Fleischhauer, Nikolay V Vitanov, Klaas Bergmann",Physical Review A,American Physical Society,2002,36,1.9481097108969607,2002-10-01,37,2.0022238695329873
12403,"Resolution of angular rotational rainbows in Na2+ Ne, Ar collisions","K Bergmann, U Hefter, A Mattheus, J Witt",Chemical Physics Letters,North-Holland,1981,36,0.8973570989551322,1981-02-15,37,0.9222836850372192
12404,Entangled-state preparation using adiabatic population transfer,"RG Unanyan, BW Shore, K Bergmann",Physical Review A,American Physical Society,2001,35,1.7456955452309375,2001-03-07,36,1.795572560808964
12405,Coherent properties of a tripod system coupled via a continuum,"RG Unanyan, NV Vitanov, BW Shore, K Bergmann",Physical Review A,American Physical Society,2000,35,1.6631948964978518,2000-03-09,36,1.7107147506835045
12406,Coherent population transfer beyond the adiabatic limit: Generalized matched pulses and higher-order trapping states,"M Fleischhauer, R Unanyan, BW Shore, K Bergmann",Physical Review A,American Physical Society,1999,34,1.5524143107330497,1999-05-01,35,1.5980735551663747
12407,Optically pumped sodium‐dimer supersonic‐beam laser,"PL Jones, U Gaubatz, U Hefter, K Bergmann, B Wellegehausen",Applied Physics Letters,American Institute of Physics,1983,34,0.8910748905004667,1983-02-01,35,0.9172829755151863
12408,Dynamics of frequency shifted feedback lasers: simulation studies,"M Stellpflug, G Bonnet, BW Shore, K Bergmann",Optics express,Optical Society of America,2003,33,1.8770453482935952,2003-08-25,34,1.9339255103630981
12409,Efficient and selective population of high vibrational levels by stimulated near resonance Raman scattering,"M Becker, U Gaubatz, K Bergmann, PL Jones",The Journal of chemical physics,American Institute of Physics,1987,33,0.9878618879685066,1987-11-01,34,1.017797096694825
12410,Rotational rainbows in electron-molecule scattering,"G Ziegler, M Rädle, O Pütz, K Jung, H Ehrhardt, K Bergmann",Physical review letters,American Physical Society,1987,33,0.9772819472616633,1987-06-22,34,1.006896551724138
12411,Population transfer by an amplitude-modulated pulse,"NV Vitanov, LP Yatsenko, K Bergmann",Physical Review A,American Physical Society,2003,32,1.8310079949835396,2003-10-02,33,1.8882269948267751
12412,Efficient population transfer by delayed pulses despite coupling ambiguity,"R Unanyan, S Guérin, BW Shore, K Bergmann",The European Physical Journal D,EDP sciences,2000,32,1.5435443372538655,2000-07-01,33,1.5917800977930487
12413,Laser-induced continuum structure in the two ionization continua of xenon,"K Böhmer, T Halfmann, LP Yatsenko, D Charalambidis, A Horsmans, K Bergmann",Physical Review A,American Physical Society,2002,31,1.659334213227746,2002-07-19,32,1.712861123331867
12414,Anisotropies of the Na2–rare gas interaction potentials from angularly resolved inelastic scattering,"PL Jones, E Gottwald, U Hefter, K Bergmann",The Journal of Chemical Physics,American Institute of Physics,1983,31,0.8149081742888009,1983-03-15,32,0.84119553474973
12416,Adiabatic creation of coherent superposition states in atomic beams,"RG Unanyan, ME Pietrzyk, BW Shore, K Bergmann",Physical Review A,American Physical Society,2004,29,1.7721413025280426,2004-11-11,30,1.8332496233048716
12417,Visible-wavelength diode laser with weak frequency-shifted optical feedback,"J Martin, Y Zhao, S Balle, K Bergmann, MP Fewell",Optics communications,North-Holland,1994,29,1.0984848484848486,1994-11-01,30,1.1363636363636365
12418,Coherence in the output spectrum of frequency shifted feedback lasers,"LP Yatsenko, BW Shore, K Bergmann",Optics Communications,North-Holland,2009,28,2.298178547335282,2009-01-15,29,2.3802563525972564
12419,Stimulated hyper-Raman adiabatic passage. III. Experiment,"K Böhmer, T Halfmann, LP Yatsenko, BW Shore, K Bergmann",Physical Review A,American Physical Society,2001,28,1.4192473267601722,2001-07-02,29,1.4699347312873212
12420,Inelastic collision cross section of excited molecules. IV. Rotational transitions for very high rotational quantum numbers and temperature effects in Na2 (B1πu),"K Bergmann, W Demtroder, M Stock, G Vogl",Journal of Physics B: Atomic and Molecular Physics,IOP Publishing,1974,27,0.5813473336479471,1974-10-21,28,0.6028787163756489
12421,Ranging and interferometry with a frequency shifted feedback laser,"LP Yatsenko, BW Shore, K Bergmann",Optics communications,North-Holland,2004,26,1.5960309451732255,2004-12-08,27,1.6574167507568112
12422,A detector for state-resolved molecular beam experiments using optical fibres,"K Bergmann, R Engelhardt, U Hefter, J Witt",Journal of Physics E: Scientific Instruments,IOP Publishing,1979,25,0.5976552266177626,1979-06-01,26,0.6215614356824731
12423,Amplitude and phase control of a coherent superposition of degenerate states. I. Theory,"Frank Vewinger, Manfred Heinz, Bruce W Shore, Klaas Bergmann",Physical Review A,American Physical Society,2007,24,1.7250886175659708,2007-04-25,25,1.796967309964553
12424,Amplitude and phase control of a coherent superposition of degenerate states. II. Experiment,"Frank Vewinger, Manfred Heinz, Ulrich Schneider, Christian Barthel, Klaas Bergmann",Physical Review A,American Physical Society,2007,24,1.7250886175659708,2007-04-25,25,1.796967309964553
12425,Analytical study of four-wave mixing with large atomic coherence,"EA Korsunsky, T Halfmann, JP Marangos, K Bergmann","The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics","EDP Sciences, Springer-Verlag, Società Italiana di Fisica",2003,24,1.3347554472040226,2003-04-01,25,1.3903702575041903
12426,Preparation of Fock states and quantum entanglement via stimulated Raman adiabatic passage using a four-level atom,"S-Q Gong, R Unanyan, K Bergmann","The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics","EDP Sciences, Springer-Verlag, Società Italiana di Fisica",2002,24,1.2699333140040592,2002-05-01,25,1.3228472020875615
12427,"Rotational rainbow scattering with large Δ j: Energy dependence of the anisotropy of the Na2–Ne, Ar interaction potential","E Gottwald, A Mattheus, K Bergmann",The Journal of chemical physics,American Institute of Physics,1987,24,0.7042932947419199,1987-03-01,25,0.7336388486894999
12428,Experimental characterization of an Yb3+-doped fiber ring laser with frequency-shifted feedback,"VV Ogurtsov, LP Yatsenko, VM Khodakovskyy, BW Shore, G Bonnet, K Bergmann",Optics communications,North-Holland,2006,23,1.592979127134725,2006-10-15,24,1.6622390891840608
12429,"Supernumerary rotational rainbows in Na2–He, Ne, Ar scattering","E Gottwald, K Bergmann, R Schinke",The Journal of chemical physics,American Institute of Physics,1987,23,0.67494774079434,1987-03-01,24,0.7042932947419199
12430,Control of population flow in coherently driven quantum ladders,"Ruth Garcia-Fernandez, Aigars Ekers, Leonid P Yatsenko, Nikolay V Vitanov, Klaas Bergmann",Physical review letters,American Physical Society,2005,22,1.403600769096312,2005-07-21,23,1.467400804055235
12431,Detection of weak signals via the decay of an unstable state: Initiation of an injection-seeded laser,"Ian Littler, Stefan Balle, Klaas Bergmann, Gautam Vemuri, Rajarshi Roy",Physical Review A,American Physical Society,1990,22,0.7099283882945805,1990-04-01,23,0.7421978604897888
12432,Generation of multi-frequency laser emission using an active frequency shifted feedback cavity,"Ian CM Littler, Klaas Bergmann",Optics communications,North-Holland,1992,21,0.7244801512287334,1992-04-01,22,0.7589792060491494
12433,Detrimental consequences of small rapid laser fluctuations on stimulated Raman adiabatic passage,"LP Yatsenko, BW Shore, K Bergmann",Physical Review A,American Physical Society,2014,20,2.7937236892460775,2014-01-23,21,2.9334098737083814
12434,Improved molecular constants for the and states of NaH,"FP Pesl, S Lutz, K Bergmann","The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics","EDP Sciences, Springer-Verlag, Società Italiana di Fisica",2000,20,0.9532515016975712,2000-04-01,21,1.0009140767824498
12435,Observation of white light-induced drift separation of Rb isotopes,"DT Mugglin, AD Streater, S Balle, K Bergmann",Optics communications,North-Holland,1993,20,0.7331525559907602,1993-12-15,21,0.7698101837902982
12436,Phase control in a coherent superposition of degenerate quantum states through frequency control,"Manfred Heinz, Frank Vewinger, Ulrich Schneider, Leonid P Yatsenko, Klaas Bergmann",Optics communications,North-Holland,2006,19,1.3008816357156257,2006-08-15,20,1.3693490902269743
12437,An optically pumped supersonic iodine beam laser,"U Hefter, J Eichert, K Bergmann",Optics communications,North-Holland,1985,19,0.5243063430861118,1985-01-01,20,0.5519014137748545
12438,Measuring a coherent superposition,"NV Vitanov, BW Shore, RG Unanyan, K Bergmann",Optics communications,North-Holland,2000,17,0.816017885323514,2000-05-25,18,0.8640189374013678
12439,Angularly resolved rotational energy transfer in highly vibrationally excited states: Na2(v=31)–Ne,"G Ziegler, SVK Kumar, H‐G Rubahn, A Kuhn, B Sun, K Bergmann",The Journal of chemical physics,American Institute of Physics,1991,17,0.5659947094773329,1991-03-15,18,0.5992885159171759
12440,Molecular beam diagnostics with internal state selection. II. Intensity distribution of a Na/Na2 supersonic beam,"K Bergmann, R Engelhardt, U Hefter, P Hering",Chemical Physics,North-Holland,1979,17,0.41089994040129796,1979-11-15,18,0.43507052513078603
12441,High accuracy ranging with Yb3+-doped fiber-ring frequency-shifted feedback laser with phase-modulated seed,"VV Ogurtsov, LP Yatsenko, VM Khodakovskyy, BW Shore, G Bonnet, K Bergmann",Optics communications,North-Holland,2006,16,1.1052233156699471,2006-10-01,17,1.1742997728993188
12442,Two-photon excitation of the metastable state of hydrogen assisted by laser-induced chirped Stark shifts and continuum structure,"LP Yatsenko, VI Romanenko, BW Shore, T Halfmann, K Bergmann",Physical Review A,American Physical Society,2005,16,1.001200068575347,2005-03-31,17,1.0637750728613062
12443,Identical collision partners in the coherent control of bimolecular reactions,"Paul Brumer, Klaas Bergmann, Moshe Shapiro",The Journal of Chemical Physics,American Institute of Physics,2000,16,0.7756674193119936,2000-08-08,17,0.8241466330189932
12444,Dissociative attachment of low-energy electrons to vibrationally excited molecules using a photoelectron source,"M Keil, T Kolling, K Bergmann, W Meyer","The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics","EDP Sciences, Springer-Verlag",1999,16,0.7390534042014679,1999-08-01,17,0.7852442419640597
12445,"Fundamental frequencies increasing with reduced masses: an inverse quantum isotope effect in molecules with shallow double-well potentials, Eg semibullvalenes","K Bergmann, S Görtler, J Manz, H Quast",Journal of the American Chemical Society,American Chemical Society,1993,16,0.5684251508662643,1993-02-01,17,0.6039517227954059
12446,Effect of optical pumping in two-step photoionization of Na2 in molecular beams,"K Bergmann, E Gottwald",Chemical Physics Letters,North-Holland,1981,16,0.39958946288060215,1981-03-15,17,0.4245638043106398
12447,Inelastic transitions in vibrationally excited induced by intermediate-energy-electron impact,"SVK Kumar, G Ziegler, HJ Korsch, K Bergmann, H-D Meyer",Physical Review A,American Physical Society,1991,15,0.5043758636573008,1991-07-01,16,0.5380009212344542
12449,Rotational excitation by electron impact: a state selective study using laser-induced fluorescence,"G Ziegler, SVK Kumar, M Rädle, K Jung, H Ehrhardt, K Bergmann, HD Meyer","Zeitschrift für Physik D Atoms, Molecules and Clusters",Springer-Verlag,1990,14,0.45796737766624845,1990-09-01,15,0.4906793332138376
12450,"Mass‐Spectrometric Investigation of the Primary Processes in the Photodissociation of 1, 3‐Butadiene","K Bergmann, W Demtröder",The Journal of Chemical Physics,American Institute of Physics,1968,14,0.26290065339301333,1968-01-01,15,0.28167927149251426
12451,Retroreflection-induced bichromatic adiabatic passage,"LP Yatsenko, BW Shore, NV Vitanov, K Bergmann",Physical Review A,American Physical Society,2003,13,0.7452489398460813,2003-10-14,14,0.802575781372703
12452,Vibrational dependence of negative-ion formation by dissociative attachment of low-energy electrons,"M Külz, A Kortyna, M Keil, B Schellhaaβ, K Bergmann",Physical Review A,American Physical Society,1993,13,0.4758800521512386,1993-12-01,14,0.5124862100090262
12453,Vibrationally enhanced inelastic atom–molecule cross sections at very low energies,"HM Keller, M Külz, R Setzkorn, GZ He, K Bergmann, H‐G Rubahn",The Journal of chemical physics,American Institute of Physics,1992,13,0.45168967158495954,1992-06-15,14,0.4864350309376487
12454,Regenerative amplification of a weak cw optical signal in an active frequency shifted feedback cavity,"Ian CM Littler, Klaas Bergmann, Rajarshi Roy",Optics communications,North-Holland,1992,13,0.4446631056133446,1992-01-01,14,0.47886795989129416
12455,A new cascade laser transition in He Ne mixture,"K Bergmann, W Demtröder",Physics Letters A,North-Holland,1969,13,0.25006587615283266,1969-04-07,14,0.26930171277997367
12456,An all-fiber frequency-shifted feedback laser for optical ranging; signal variation with distance,"VV Ogurtsov, VM Khodakovskyy, LP Yatsenko, BW Shore, G Bonnet, K Bergmann",Optics communications,North-Holland,2008,12,0.9215232484746475,2008-03-15,13,0.9983168525142015
12457,Dissociative charge transfer from highly excited Na Rydberg atoms to vibrationally excited Na2 molecules,"Oliver Kaufmann, Aigars Ekers, Christian Gebauer-Rochholz, Kai Uwe Mettendorf, Matthias Keil, Klaas Bergmann",International Journal of Mass Spectrometry,Elsevier,2001,12,0.5968928863450532,2001-02-15,13,0.6466339602071409
12458,Stimulated Raman adiabatic passage with amplitude modulated fields,"LP Yatsenko, BW Shore, K Bergmann, VI Romanenko","The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics","EDP Sciences, Springer-Verlag",1998,12,0.5337557884474775,1998-10-01,13,0.5782354374847672
12459,Angularly resolved vibrational excitation in Na2–He collisions,"E Gottwald, A Mattheus, K Bergmann, R Schinke",The Journal of chemical physics,American Institute of Physics,1986,12,0.3409090909090909,1986-01-15,13,0.36931818181818177
12461,Velocity redistribution of excited atoms by radiative excitation transfer. II. Theory of radiation trapping in collimated beams,"NN Bezuglov, A Ekers, O Kaufmann, K Bergmann, Francesco Fuso, Maria Allegrini",The Journal of chemical physics,American Institute of Physics,2003,11,0.6300015691197238,2003-10-08,12,0.6872744390396988
12462,Self-pulsing and instabilities in a unidirectional ring dye laser with intracavity frequency shift,"Stefan Balle, Klaas Bergmann",Optics communications,North-Holland,1995,11,0.42392566782810687,1995-04-15,12,0.46246436490338927
12463,Lasers with internal frequency-shifted feedback,"Frank V Kowalski, Stefan Balle, Ian CM Littler, Klaas Bergmann",Optical Engineering,International Society for Optics and Photonics,1994,11,0.40761421319796953,1994-04-01,12,0.4446700507614213
12464,The effect of vibrational bond stretching on rotational inelastic electron-molecule scattering,"G Ziegler, SVK Kumar, P Dittmann, K Bergmann","Zeitschrift für Physik D Atoms, Molecules and Clusters",Springer-Verlag,1988,10,0.3046744574290484,1988-06-01,11,0.3351419031719533
12465,An intuitive picture of the physics underlying optical ranging using frequency shifted feedback lasers seeded by a phase-modulated field,"LP Yatsenko, BW Shore, K Bergmann",Optics communications,North-Holland,2009,8,0.6774941995359629,2009-06-01,9,0.7621809744779582
12466,Population inversion using laser and quasistatic magnetic field pulses,"RG Unanyan, LP Yatsenko, K Bergmann, BW Shore",Optics communications,North-Holland,1997,8,0.3364442908169144,1997-06-15,9,0.3784998271690287
12467,On the vibrational dependence of electron impact ionization of diatomic molecules,"M Külz, A Kortyna, M Keil, B Schellhaass, K Bergmann","Zeitschrift für Physik D Atoms, Molecules and Clusters",Springer-Verlag,1995,8,0.30984719864176574,1995-06-01,9,0.34857809847198645
12468,The birefringent cavity: laser frequency stabilization with a novel tuning scheme,"Ian CM Littler, Peter Jung, Klaas Bergmann",Optics communications,North-Holland,1992,8,0.2736388342235967,1992-01-01,9,0.30784368850154625
12469,Vibrational level dependence of Na2–Ne scattering cross sections at very low collision energy,"U Gaubatz, M Becker, K Bergmann",The Journal of chemical physics,American Institute of Physics,1988,8,0.24527509449811005,1988-08-15,9,0.27593448131037385
12470,Interferometric analysis of nanostructured surface profiles: correcting material-dependent phase shifts,"Leonid P Yatsenko, Matthias Loeffler, Bruce W Shore, Klaas Bergmann",Applied optics,Optical Society of America,2004,7,0.41639504563233376,2004-06-01,8,0.4758800521512386
12471,Optically pumped supersonic beam lasers: basic concept and results,"U Gaubatz, H Bissantz, U Hefter, I Colomb de Daunant, K Bergmann, PL Jones",JOSA B,Optical Society of America,1989,7,0.22054380664652568,1989-07-01,8,0.25205006473888647
12472,Velocity redistribution of excited atoms by radiative excitation transfer. I. Experimental demonstration by photodissociation of and field-free imaging,"O Kaufmann, Aigars Ekers, K Bergmann, N Bezuglov, K Miculis, M Auzinsh, W Meyer",The Journal of chemical physics,American Institute of Physics,2003,6,0.34037923531240283,2003-08-08,7,0.39710910786447
12473,"Vibrational effects in Na2 (A1Σ+ u, v′)+ Na (3p3/2) associative ionization","Aigars Ekers, O Kaufmann, K Bergmann, J Alnis, J Klavins",Chemical physics letters,North-Holland,1999,6,0.2736815796050987,1999-04-23,7,0.3192951762059485
12474,Anisotropy and Rovibrational Coupling in Collisions of Vibrationally Excited Molecules with Atoms,"H-G Rubahn, K Bergmann",COMMENTS ON ATOMIC AND MOLECULAR PHYSICS,GORDON & BREACH,1993,6,0.21251819505094613,1993-01-01,7,0.24793789422610382
12476,Shape analysis of the velocity distribution in supersonic Ar beams: comparison between experiment and theory,"R Engelhardt, Th Lorenz, K Bergmann, Th Mietzner, A Palczewski",Chemical physics,North-Holland,1985,6,0.16726495073703507,1985-05-15,7,0.19514244252654092
12477,Consequences of optical pumping and interference for excitation spectra in a coherently driven molecular ladder system,"NN Bezuglov, R Garcia-Fernandez, Aigars Ekers, K Miculis, LP Yatsenko, K Bergmann",Physical Review A,American Physical Society,2008,5,0.40393979637007527,2008-11-05,6,0.4847277556440903
12478,Coherent population trapping involving Rydberg states in xenon probed by ionization suppression,"T Halfmann, K Böhmer, LP Yatsenko, A Horsmans, K Bergmann","The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics","EDP Sciences, Springer-Verlag, Società Italiana di Fisica",2001,5,0.25668073136427566,2001-10-01,6,0.3080168776371308
12479,Associative ionization in collisions of electronically excited Na atoms with vibrationally excited molecules,"A Ekers, O Kaufmann, M Keil, K Bergmann","The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics","EDP Sciences, Springer-Verlag",1999,5,0.23095418881295873,1999-08-01,6,0.27714502657555046
12480,Experimental control of excitation flow produced by delayed pulses in a ladder of molecular levels,"Ruth Garcia-Fernandez, Bruce W Shore, Klaas Bergmann, Aigars Ekers, Leonid P Yatsenko",The Journal of chemical physics,American Institute of Physics,2006,4,0.2718808193668529,2006-07-07,5,0.3398510242085661
12481,Influence of laser bandwidth and transit time on the excitation probability of a rovibrational two-level system,"S Marienfeld, Y Pashayan, NV Vitanov, BW Shore, H Hotop, K Bergmann",The Journal of chemical physics,American Institute of Physics,2003,4,0.22801811650788692,2003-09-08,5,0.28502264563485863
12482,Molecular beam Raman laser with a 250 nW threshold pump power,"Ian Littler, Stefan Balle, Klaas Bergmann",Optics communications,North-Holland,1990,4,0.13028734606460823,1990-07-15,5,0.1628591825807603
12497,Prefabricated construction enabled by the Internet-of-Things,"Ray Y Zhong, Yi Peng, Fan Xue, Ji Fang, Weiwu Zou, Hao Luo, S Thomas Ng, Weisheng Lu, Geoffrey QP Shen, George Q Huang",Automation in Construction,Elsevier,2017,140,35.26570048309179,2017-04-01,141,35.5175983436853
12498,Barriers to Building Information Modeling (BIM) implementation in China’s prefabricated construction: An interpretive structural modeling (ISM) approach,"Tan Tan, Ke Chen, Fan Xue, Weisheng Lu",Journal of Cleaner Production,Elsevier,2019,59,28.18717277486911,2019-02-15,60,28.66492146596859
12499,Towards the “third wave”: An SCO-enabled occupational health and safety management system for construction,"Yuhan Niu, Weisheng Lu, Fan Xue, Diandian Liu, Ke Chen, Dongping Fang, Chimay Anumba",Safety Science,Elsevier,2019,33,14.88875154511743,2019-01-01,34,15.339925834363413
12500,Automatic building information model reconstruction in high-density urban areas: Augmenting multi-source data with architectural knowledge,"Ke Chen, Weisheng Lu, Fan Xue, Pingbo Tang, Ling Hin Li",Automation in Construction,Elsevier,2018,32,9.948892674616696,2018-01-01,33,10.259795570698467
12501,Searching for an optimal level of prefabrication in construction: An analytical framework,"Weisheng Lu, Ke Chen, Fan Xue, Wei Pan",Journal of Cleaner Production,Elsevier,2018,30,12.717770034843204,2018-11-10,31,13.141695702671312
12502,Project-based as-needed information retrieval from unstructured AEC documents,"Hongqin Fan, Fan Xue, Heng Li",Journal of Management in Engineering,American Society of Civil Engineers,2015,30,4.823788546255507,2015-01-01,31,4.984581497797357
12503,Automatic generation of semantically rich as‐built Building Information Models using 2D images: A derivative‐free optimization approach,"Fan Xue, Weisheng Lu, Ke Chen",Computer-Aided Civil and Infrastructure Engineering,couldnt find,2018,26,10.908045977011493,2018-11-01,27,11.327586206896552
12505,A physical internet-enabled building information modelling system for prefabricated construction,"Ke Chen, Gangyan Xu, Fan Xue, Ray Y Zhong, Diandian Liu, Weisheng Lu",International Journal of Computer Integrated Manufacturing,Taylor & Francis,2018,23,7.758780036968576,2018-04-03,24,8.096118299445472
12506,Towards Physical Internet-enabled prefabricated housing construction in Hong Kong,"Ray Y Zhong, Yi Peng, Ji Fang, Gangyan Xu, Fan Xue, Weiwu Zou, George Q Huang",IFAC-PapersOnLine,Elsevier,2015,21,3.3766519823788546,2015-01-01,22,3.537444933920705
12508,From semantic segmentation to semantic registration: Derivative-free optimization–based approach for automatic generation of semantically rich as-built Building Information …,"Fan Xue, Weisheng Lu, Ke Chen, Anna Zetkulic",Journal of Computing in Civil Engineering,American Society of Civil Engineers,2019,17,8.594182825484765,2019-03-29,18,9.09972299168975
12509,Real Options Model of Toll-Adjustment Mechanism in Concession Contracts of Toll Road Projects,"Qing Chen, Geoffrey Shen, Fan Xue, Bo Xia",Journal of Management in Engineering,American Society of Civil Engineers,2018,15,4.663543441226576,2018-01-01,16,4.974446337308348
12510,A cost-benefit analysis of green buildings with respect to construction waste minimization using big data in Hong Kong,"Xi Chen, Weisheng Lu, Fan Xue, Jinying Xu",Journal of Green Building,College Publishing,2018,12,3.7308347529812607,2018-01-01,13,4.041737649063032
12511,BIM reconstruction from 3D point clouds: A semantic registration approach based on multimodal optimization and architectural design knowledge,"Fan Xue, Weisheng Lu, Ke Chen, Christopher J Webster",Advanced Engineering Informatics,Elsevier,2019,11,7.490671641791045,2019-10-01,12,8.171641791044776
12512,Developing an open access BIM objects library: A Hong Kong study,"Weisheng Lu, Ke Chen, Jing Wang, Fan Xue",Proceedings of the Joint Conference on Computing in Construction,couldnt find,2017,11,2.96309963099631,2017-07-04,12,3.232472324723247
12513,"‘Cognitive facility management’: Definition, system architecture, and example scenario","Jinying Xu, Weisheng Lu, Fan Xue, Ke Chen",Automation in Construction,Elsevier,2019,10,7.227722772277228,2019-11-01,11,7.9504950495049505
12514,A derivative-free optimization-based approach for detecting architectural symmetries from 3D point clouds,"Fan Xue, Weisheng Lu, Christopher J Webster, Ke Chen",ISPRS Journal of Photogrammetry and Remote Sensing,Elsevier,2019,10,4.691516709511569,2019-02-01,11,5.160668380462726
12515,A semantic differential transaction approach to minimizing information redundancy for BIM and blockchain integration,"Fan Xue, Weisheng Lu",Automation in Construction,Elsevier,2020,9,19.323529411764707,2020-10-01,10,21.47058823529412
12516,Estimating construction waste generation in residential buildings: A fuzzy set theory approach in the Brazilian Amazon,"Luiz Maurício Furtado Maués, Brisa do Mar Oliveira do Nascimento, Weisheng Lu, Fan Xue",Journal of Cleaner Production,Elsevier,2020,9,14.220779220779221,2020-08-01,10,15.800865800865802
12517,Embodied energy in service industry in global cities: A study of six Asian cities,"Shan Guo, Yilin Li, Yunhao Hu, Fan Xue, Bin Chen, Zhan-Ming Chen",Land Use Policy,Pergamon,2020,8,7.070217917675546,2020-02-01,9,7.9539951573849885
12518,Cross-boundary collaboration in waste management research: A network analysis,"Jinying Xu, Weisheng Lu, Fan Xue, Ke Chen, Meng Ye, Jing Wang, Xi Chen",Environmental Impact Assessment Review,Elsevier,2018,8,3.3563218390804597,2018-11-01,9,3.775862068965517
12522,From LiDAR point cloud towards digital twin city: Clustering city objects based on Gestalt principles,"Fan Xue, Weisheng Lu, Zhe Chen, Christopher J. Webster",ISPRS Journal of Photogrammetry and Remote Sensing,Elsevier,2020,6,10.950000000000001,2020-09-01,7,12.775
12523,Construction-oriented design for manufacture and assembly guidelines,"Tan Tan, Weisheng Lu, Gangyi Tan, Fan Xue, Ke Chen, Jinying Xu, Jing Wang, Shang Gao",Journal of Construction Engineering and Management,American Society of Civil Engineers,2020,6,9.480519480519481,2020-08-01,7,11.06060606060606
12527,Design for Manufacture and Assembly (DfMA) in construction: the old and the new,"Weisheng Lu, Tan Tan, Jinying Xu, Jing Wang, Ke Chen, Shang Gao, Fan Xue",Architectural Engineering and Design Management,Taylor & Francis,2020,4,4.850498338870431,2020-05-23,5,6.06312292358804
12533,A blockchain-and IoT-based smart product-service system for the sustainability of prefabricated housing construction,"Clyde Zhengdao Li, Zhe Chen, Fan Xue, Xiang TR Kong, Bing Xiao, Xulu Lai, Yiyu Zhao",Journal of Cleaner Production,Elsevier,2021,2,38.421052631578945,2021-03-01,3,57.63157894736842
12534,Is the private sector more efficient? Big data analytics of construction waste management sectoral efficiency,"Jinying Xu, Weisheng Lu, Meng Ye, Fan Xue, Xiaoling Zhang, Billy Fook Pui Lee","Resources, Conservation and Recycling",Elsevier,2020,2,2.0679886685552407,2020-04-01,3,3.101983002832861
12539,Cma–vns: A short description,"Fan Xue, Geoffrey QP Shen","CBBOC, GECCO",couldnt find,2015,2,0.3506243996157541,2015-07-08,3,0.5259365994236311
12540,A learning-based variable assignment weighting scheme for heuristic and exact searching in Euclidean traveling salesman problems,"Fan Xue, Ching Yuen Chan, WH Ip, Chi Fai Cheung",NETNOMICS: Economic Research and Electronic Networking,Springer US,2011,2,0.2111046847888953,2011-10-01,3,0.316657027183343
12541,Design and Implementation of Airline Ground Services Mas Development Platform,"W Fan, G Zhang, F Xue",First Conference on Multi-agent Theory and Application,Journal of Computer Research and Development,2006,2,0.13136584488033112,2006-01-01,3,0.19704876732049667
12543,Semantic enrichment of building and city information models: A ten-year review,"Fan Xue, Liupengfei Wu, Weisheng Lu",Advanced Engineering Informatics,Elsevier,2021,1,5.703125,2021-01-15,2,11.40625
12544,"The renaissance of augmented reality in construction: history, present status and future directions","Ke Chen, Fan Xue",Smart and Sustainable Built Environment,Emerald Publishing Limited,2021,1,4.679487179487179,2021-01-01,2,9.358974358974358
12545,Pervasive sensing technologies for facility management: a critical review,"Jinying Xu, Ke Chen, Anna Elizabeth Zetkulic, Fan Xue, Weisheng Lu, Yuhan Niu",Facilities,Emerald,2020,1,0.822072072072072,2020-01-01,2,1.644144144144144
12550,Revisiting the effects of prefabrication on construction waste minimization: a quantitative study using bigger data,"Weisheng Lu, Wendy M.W. Lee, Fan Xue, Jinying Xu","Resources, Conservation & Recycling",Elsevier,2021,0,-0.0,2021-07-01,1,-3.5436893203883493
12551,Two-layer Adaptive Blockchain-based Supervision model for off-site modular housing production,"Xiao Li, Liupengfei Wu, Rui Zhao, Weisheng Lu, Fan Xue",Computers in Industry,Elsevier,2021,0,-0.0,2021-06-01,1,-5.0
12552,“Looking beneath the surface”: A visual-physical feature hybrid approach for unattended gauging of construction waste composition,"Junjie Chen, Weisheng Lu, Fan Xue",Journal of Environmental Management,Elsevier,2021,0,-0.0,2021-05-15,1,-6.517857142857142
12563,The psychological effects of quarantine during COVID-19 outbreak: Sentiment analysis of social media data,"Weisheng Lu, Liang Yuan, Jinying Xu, Fan Xue, Bin Zhao, Chris Webster",Available at SSRN 3627268,couldnt find,2020,0,0.0,2020-06-09,1,1.2852112676056338
12564,An anatomy of waste generation flows in construction projects using passive bigger data,"Jinying Xu, Weisheng Lu, Meng Ye, Chris Webster, Fan Xue",Waste Management,Pergamon,2020,0,0.0,2020-04-01,1,1.0339943342776203
12568,An efficient approach for symmetry detection in point clouds of constructions,F Xue,"Invited Lecture, Visual Computing Research Center, Shenzhen University",couldnt find,2018,0,0.0,2018-01-01,1,0.31090289608177174
12569,"Urban Semantics to Link BIM and GIS for Smart City: Examples, Prospects, and Challenges","W Lu, F Xue",The Technology Collaboration: BIM and GIS Conference,couldnt find,2018,0,0.0,2018-01-01,1,0.31090289608177174
